id,conversation,question_id,model_name,time,mt,exp,nll,N100,N150,N200,N250,N300,N350,N400,word_speed,line_speed,pixel_speed,saccade,fft,rrt,tft,skip_rate,fixation_time
43,1,96,alpaca-13b,39023,1.0,1.0,126.81970248602738,66,28,11,4,1,1,1,629.4032258064516,6503.833333333333,2.967479194470561,177,365.2000000000001,199.2,332.0,0.1290322580645161,34466.66666666667
43,2,96,llama-13b,18892,2.0,2.0,134.25151670433115,34,16,6,4,2,1,0,343.4909090909091,3778.4,1.879742573857873,80,830.0000000000001,315.40000000000003,830.0000000000001,0.4909090909090909,15950.000000000002
44,1,98,claude-v1,28675,2.0,2.0,232.9629578390013,48,20,12,3,2,0,0,382.3333333333333,4096.428571428572,1.9727881939847955,116,99.6,514.6,614.2,0.3866666666666666,21583.33333333333
44,2,98,llama-13b,10729,1.0,1.0,135.4435255806893,22,5,2,0,0,0,0,315.55882352941177,3576.333333333333,1.6572923840055067,50,298.8,-1.0,99.6,0.3823529411764705,7433.333333333333
45,1,92,vicuna-13b-v1.2,17030,2.0,1.75,109.2388352875132,25,11,5,1,0,0,0,425.75,5676.666666666667,0.939088340813496,76,132.8,166.0,298.8,0.3368421052631579,37399.99999999999
45,2,92,claude-v1,40826,1.0,1.25,312.79447084094863,70,32,16,10,5,1,0,429.7473684210526,5103.25,6.3869683358640765,185,1162.0,199.2,116.20000000000002,0.35,13133.333333333334
46,1,92,vicuna-13b-v1.2,27007,1.5,1.25,148.34472853916668,45,8,2,1,1,0,0,375.09722222222223,3858.142857142857,1.596078823768329,106,249.00000000000003,813.4000000000001,1062.4,0.4216867469879518,33116.66666666667
46,2,92,gpt-3.5-turbo,34563,1.5,1.75,125.40418524416702,48,13,4,4,4,4,3,416.421686746988,4320.375,2.3953376410692204,85,199.2,431.6,132.8,0.5,25116.66666666667
47,1,100,gpt-4,19087,2.0,1.75,136.6374052844767,40,15,7,5,1,0,0,293.6461538461538,3181.1666666666665,1.597157069131199,90,132.8,315.40000000000003,547.8000000000001,0.4769230769230769,17416.666666666664
47,2,100,claude-v1,13624,1.0,1.25,176.37208183063194,35,15,6,2,1,1,0,247.7090909090909,2724.8,1.4205886606846845,61,99.6,166.0,365.2000000000001,0.5454545454545454,10766.666666666668
48,1,98,claude-v1,22593,1.0,1.25,186.61258690227987,39,12,4,0,0,0,0,382.9322033898305,4518.6,1.722002853641241,107,232.40000000000003,215.8,232.40000000000003,0.3888888888888889,16350.000000000002
48,2,98,gpt-3.5-turbo,21812,2.0,1.75,136.53829455177765,35,12,4,0,0,0,0,302.94444444444446,3635.3333333333335,1.9943853330405776,85,597.6,614.2,1211.8000000000002,0.423728813559322,20866.666666666668
49,1,92,vicuna-13b-v1.2,15739,1.5,1.25,148.34472853916668,42,18,8,3,1,1,0,218.59722222222223,2248.428571428572,0.9301545750098024,71,315.40000000000003,249.00000000000003,564.4000000000001,0.5662650602409639,15683.333333333332
49,2,92,gpt-3.5-turbo,17489,1.5,1.75,125.40418524416702,51,20,8,3,1,0,0,210.710843373494,2186.125,1.2120493014107454,87,232.40000000000003,514.6,232.40000000000003,0.5555555555555556,14166.666666666666
50,1,92,vicuna-13b-v1.2,19625,2.0,1.75,148.34472853916668,48,19,9,3,1,1,1,272.56944444444446,2803.5714285714284,1.5392741857084882,102,697.2,315.40000000000003,199.2,0.3076923076923077,22416.666666666664
50,2,92,alpaca-13b,26552,1.0,1.25,126.1819701762888,47,23,9,3,1,1,0,408.4923076923077,4425.333333333333,1.840147123966957,114,182.6,215.8,381.8,0.4444444444444444,17883.333333333332
51,1,100,claude-v1,15050,1.0,1.25,176.37208183063194,33,13,3,1,1,1,1,273.6363636363636,3010.0,1.0765788361683968,67,99.6,149.4,448.2000000000001,0.4819277108433735,19066.666666666664
51,2,100,gpt-3.5-turbo,21822,2.0,1.75,127.15523775390466,48,21,5,1,1,0,0,262.9156626506024,3117.428571428572,2.2754026536598047,106,215.8,166.0,315.40000000000003,0.4727272727272727,13500.0
52,1,96,alpaca-13b,20555,1.0,1.75,126.81970248602738,50,27,14,6,3,3,1,331.53225806451616,3425.833333333333,2.04521006805254,104,116.20000000000002,962.8,332.0,0.4545454545454545,12466.666666666664
52,2,96,llama-13b,14157,2.0,1.25,134.25151670433115,37,8,2,0,0,0,0,257.4,2831.4,1.0765600532024635,72,132.8,182.6,365.2000000000001,0.4032258064516129,18400.000000000007
53,1,92,gpt-3.5-turbo,19558,1.0,1.5,90.45901504100766,41,23,9,2,2,2,2,488.95,6519.333333333333,2.804787198162352,98,182.6,166.0,348.6,0.475,17283.333333333332
53,2,92,gpt-4,9563,2.0,1.5,123.3931703424314,20,10,3,1,0,0,0,245.2051282051282,2390.75,1.2941937935041827,47,415.00000000000006,514.6,929.6,0.5897435897435898,8333.333333333334
54,1,85,llama-13b,30384,1.0,1.25,171.70916159974877,60,25,13,4,2,1,1,297.88235294117646,3798.0,2.547353809453728,97,99.6,199.2,132.8,0.3896103896103896,23383.333333333336
54,2,85,alpaca-13b,24957,2.0,1.75,113.4794657968596,50,19,11,3,0,0,0,324.1168831168831,4159.5,1.501086893065973,93,265.6,298.8,365.2000000000001,0.5686274509803921,23850.0
55,1,100,claude-v1,15386,1.0,1.25,176.37208183063194,34,8,4,3,1,0,0,279.7454545454545,3077.2,1.6043142346810446,85,99.6,564.4000000000001,199.2,0.4545454545454545,13616.666666666666
55,2,100,gpt-4,8500,2.0,1.75,136.6374052844767,22,12,8,7,4,2,1,130.76923076923077,1416.6666666666667,0.7112608103743485,49,132.8,232.40000000000003,265.6,0.6307692307692307,7000.000000000001
56,1,92,claude-v1,22033,2.0,1.25,184.74166885997693,51,23,10,5,2,2,1,319.3188405797101,3672.1666666666665,1.526964506717534,124,182.6,282.20000000000005,166.0,0.4305555555555556,16950.0
56,2,92,vicuna-13b-v1.2,18951,1.0,1.75,148.34465480612562,47,28,14,5,1,0,0,263.2083333333333,2707.285714285714,1.3833146660462747,80,381.8,249.00000000000003,381.8,0.391304347826087,19850.0
57,1,100,claude-v1,16204,1.5,1.0,176.37208183063194,37,14,6,2,0,0,0,294.6181818181818,3240.8,1.3068203204174298,86,99.6,99.6,531.2,0.4390243902439024,18683.33333333333
57,2,100,alpaca-13b,20405,1.5,2.0,172.68096376792528,40,18,7,5,3,3,3,248.8414634146341,3400.833333333333,2.127650588760348,84,149.4,381.8,149.4,0.5636363636363636,13949.999999999998
