id,conversation,question_id,model_name,time,mt,exp,nll,N100,N150,N200,N250,N300,N350,N400,word_speed,line_speed,pixel_speed,saccade,fft,rrt,tft,skip_rate,fixation_time
141,1,98,gpt-3.5-turbo,24273,2.0,1.75,166.47042290137324,63,43,28,19,11,5,1,323.64,4045.5,3.749413555500575,121,514.6,1211.8000000000002,514.6,0.3235294117647059,8900.0
141,2,98,llama-13b,10091,1.0,1.25,135.4435255806893,24,14,6,5,0,0,0,296.79411764705884,3363.6666666666665,0.7730438325881371,66,448.2000000000001,282.20000000000005,282.20000000000005,0.32,22333.33333333333
142,1,92,gpt-3.5-turbo,7312,1.0,1.0,90.45901504100766,21,13,5,4,2,0,0,182.8,2437.333333333333,0.98955819492864,45,99.6,249.00000000000003,398.4,0.3076923076923077,10533.333333333336
142,2,92,gpt-4,12755,2.0,2.0,123.3931703424314,32,20,12,4,0,0,0,327.05128205128204,3188.75,1.8291778664771856,66,199.2,199.2,199.2,0.5,6183.333333333333
143,1,92,claude-v1,23466,2.0,1.0,312.79447084094863,73,52,33,26,13,9,4,247.01052631578943,2933.25,3.365228366503618,132,166.0,166.0,166.0,0.575,5433.333333333334
143,2,92,gpt-3.5-turbo,6396,1.0,2.0,90.45901504100766,20,13,6,4,4,2,0,159.9,2132.0,0.3526957738017099,54,132.8,232.40000000000003,99.6,0.5578947368421052,20683.33333333333
144,1,88,gpt-3.5-turbo,23414,2.0,1.5,152.40955441242113,66,40,22,16,7,4,3,257.2967032967033,3344.8571428571427,1.4835830435298003,111,215.8,348.6,564.4000000000001,0.3956043956043956,21383.33333333333
144,2,88,vicuna-13b-v1.2,24320,1.0,1.5,126.1954256259196,59,39,19,13,5,2,2,347.42857142857144,4053.3333333333335,1.993072525410008,122,514.6,614.2,149.4,0.3285714285714285,21700.0
145,1,92,claude-v1,17055,2.0,1.0,312.79447084094863,42,27,17,13,5,4,2,179.52631578947367,2131.875,2.308112009642773,74,298.8,448.2000000000001,298.8,0.4871794871794871,5566.666666666667
145,2,92,gpt-4,6934,1.0,2.0,123.39321459142955,21,18,9,5,2,1,1,177.7948717948718,1733.5,0.3823628041809031,47,132.8,282.20000000000005,215.8,0.6526315789473685,15516.666666666666
146,1,98,gpt-4,16676,1.0,1.75,135.79874998726882,50,30,22,11,4,1,0,256.55384615384617,3335.2,1.5247739690897062,91,298.8,99.6,282.20000000000005,0.3220338983050847,17816.66666666667
146,2,98,claude-v1,19969,2.0,1.25,186.61258690227987,63,34,18,12,7,4,1,338.45762711864404,3993.8,1.7819694522981198,127,116.20000000000002,99.6,132.8,0.3538461538461538,15100.0
147,1,158,gpt-3.5-turbo,19266,2.0,1.75,125.51320200337796,54,33,26,15,12,6,5,237.85185185185185,2408.25,1.3633628696813118,86,265.6,597.6,747.0000000000001,0.4411764705882353,23033.33333333333
147,2,158,alpaca-13b,25056,1.0,1.25,138.09870785800013,69,45,28,12,7,4,2,368.4705882352941,3579.428571428572,1.4368272846242236,127,265.6,116.20000000000002,265.6,0.5802469135802469,17583.333333333332
148,1,98,gpt-3.5-turbo,16780,2.0,1.75,166.47042290137324,48,33,24,17,10,7,1,223.7333333333333,2796.6666666666665,2.59198119150083,92,332.0,116.20000000000002,332.0,0.4705882352941176,5949.999999999999
148,2,98,llama-13b,6995,1.0,1.25,135.4435255806893,20,15,10,6,5,3,2,205.73529411764707,2331.6666666666665,0.5358677642408105,43,332.0,99.6,431.6,0.4533333333333333,15183.333333333332
149,1,100,alpaca-13b,21742,2.0,1.75,172.68096376792528,62,40,24,10,4,3,0,265.1463414634146,3623.6666666666665,1.8193214751951865,114,265.6,614.2,879.8000000000001,0.5384615384615384,10566.666666666662
149,2,100,gpt-4,12524,1.0,1.25,136.63739094676566,42,25,17,9,5,1,1,192.6769230769231,2087.333333333333,1.010035651253264,83,398.4,830.0000000000001,149.4,0.3292682926829268,19700.0
150,1,92,gpt-3.5-turbo,23556,1.0,1.75,125.40418524416702,58,41,21,12,8,3,3,283.8072289156627,2944.5,1.3921291803120213,99,166.0,182.6,282.20000000000005,0.5301204819277109,21633.33333333334
150,2,92,vicuna-13b-v1.2,18266,2.0,1.25,148.34474092587334,47,31,20,14,9,5,5,253.69444444444449,2609.428571428572,1.2658981382336711,95,132.8,249.00000000000003,99.6,0.4166666666666667,16533.333333333336
151,1,158,gpt-3.5-turbo,29106,2.0,1.75,125.51320200337796,45,15,5,2,1,1,1,359.3333333333333,3638.25,1.669073074164777,122,132.8,481.4,664.0,0.4074074074074074,27016.66666666667
151,2,158,alpaca-13b,30045,1.0,1.25,138.09870785800013,52,20,10,5,5,2,1,441.8382352941176,4292.142857142857,2.12614125503867,129,398.4,249.00000000000003,398.4,0.4411764705882353,28100.000000000007
152,1,92,gpt-3.5-turbo,7972,1.0,2.0,90.45901504100766,25,7,2,1,0,0,0,199.3,2657.333333333333,1.2471687545561263,55,298.8,199.2,365.2000000000001,0.175,15583.333333333332
152,2,92,vicuna-13b-v1.2,17166,2.0,1.0,109.2388231207151,32,8,4,1,1,1,0,429.15,5722.0,2.461753606895129,92,149.4,166.0,315.40000000000003,0.35,6750.000000000001
153,1,102,gpt-4,12189,1.5,1.0,130.4684725914849,30,17,10,5,2,1,1,320.7631578947368,3047.25,1.7073670606349396,58,116.20000000000002,166.0,116.20000000000002,0.3157894736842105,11200.0
153,2,102,vicuna-13b-v1.2,24814,1.5,2.0,171.8923620871501,76,40,17,8,6,3,1,318.12820512820514,3544.8571428571427,1.6528772402760712,159,182.6,199.2,182.6,0.3076923076923077,22533.33333333333
154,1,92,gpt-3.5-turbo,22277,2.0,1.75,125.40416362351344,66,32,11,6,2,1,1,268.3975903614458,2784.625,1.7472820909568405,121,232.40000000000003,315.40000000000003,182.6,0.1538461538461538,22816.66666666667
154,2,92,alpaca-13b,26012,1.0,1.25,126.1819701762888,56,20,5,3,0,0,0,400.18461538461537,4335.333333333333,1.537275608688924,145,232.40000000000003,182.6,232.40000000000003,0.3373493975903614,20616.666666666664
155,1,100,gpt-3.5-turbo,19642,2.0,2.0,127.155161358678,50,21,8,6,3,3,3,236.65060240963857,2806.0,2.048091784583717,109,199.2,166.0,215.8,0.0909090909090909,26683.33333333333
155,2,100,claude-v1,29137,1.0,1.0,176.37208183063194,82,35,15,6,4,2,1,529.7636363636364,5827.4,2.0842709335175136,163,132.8,531.2,199.2,0.4457831325301205,16633.333333333332
157,1,100,alpaca-13b,18802,2.0,1.5,172.68096376792528,57,33,12,9,6,2,1,229.2926829268293,3133.6666666666665,1.3749036128652148,113,215.8,166.0,215.8,0.388235294117647,15116.666666666666
157,2,100,vicuna-13b-v1.2,19157,1.0,1.5,152.01752782992844,43,15,5,2,2,1,0,225.3764705882353,3192.833333333333,1.5449738878200878,99,464.80000000000007,531.2,464.80000000000007,0.3292682926829268,16566.666666666664
158,1,92,alpaca-13b,13004,1.0,1.25,126.18202723062312,51,29,14,8,5,0,0,200.06153846153848,2167.333333333333,0.768519606927217,106,365.2000000000001,232.40000000000003,365.2000000000001,0.7108433734939759,7616.666666666666
158,2,92,gpt-3.5-turbo,9706,2.0,1.75,125.40416362351344,27,11,3,1,0,0,0,116.93975903614458,1213.25,0.761283834215877,70,332.0,215.8,215.8,0.4307692307692308,11250.000000000002
159,1,98,alpaca-13b,18094,1.0,1.0,112.62211922125424,39,17,12,4,1,0,0,452.35,6031.333333333333,2.6209419312251754,101,116.20000000000002,182.6,149.4,0.2,16200.0
159,2,98,gpt-3.5-turbo,22031,2.0,2.0,166.47042290137324,64,28,11,4,4,0,0,293.74666666666667,3671.8333333333335,1.6877344837725945,117,166.0,199.2,182.6,0.3066666666666666,20033.33333333333
160,1,100,gpt-4,10923,1.0,1.5,136.6374052844767,40,20,11,5,2,0,0,168.04615384615386,1820.5,0.7813601745825514,66,398.4,182.6,199.2,0.8433734939759037,3666.6666666666665
160,2,100,gpt-3.5-turbo,4326,2.0,1.5,127.155161358678,14,2,1,0,0,0,0,52.12048192771084,618.0,0.3619899136093449,32,232.40000000000003,332.0,265.6,0.5538461538461539,8366.666666666664
161,1,93,vicuna-13b-v1.2,18165,1.0,1.0,99.502106621454,44,24,11,2,0,0,0,297.78688524590166,3027.5,1.4138249946104269,113,182.6,215.8,182.6,0.3278688524590163,15183.333333333336
161,2,93,gpt-3.5-turbo,10284,2.0,2.0,79.47363045350357,33,17,8,5,2,0,0,197.7692307692308,2056.8,1.034414164386536,59,315.40000000000003,365.2000000000001,315.40000000000003,0.3846153846153846,7049.999999999999
162,1,92,gpt-3.5-turbo,8529,1.0,1.0,90.45901504100766,17,12,7,4,1,1,1,213.225,2843.0,1.154259004998136,48,166.0,630.8000000000001,398.4,0.3846153846153846,8516.666666666666
162,2,92,gpt-4,10428,2.0,2.0,123.3931703424314,29,16,8,2,1,1,0,267.38461538461536,2607.0,1.4954658401900505,59,149.4,182.6,398.4,0.425,5700.0
163,1,92,alpaca-13b,7643,1.0,1.5,126.1819701762888,18,12,5,1,0,0,0,117.5846153846154,1273.8333333333333,0.5994737631271325,52,282.20000000000005,398.4,282.20000000000005,0.6923076923076923,5916.666666666666
163,2,92,vicuna-13b-v1.2,25605,2.0,1.5,148.34465480612562,65,34,14,3,0,0,0,355.625,3657.857142857143,1.7745166883539445,162,182.6,713.8000000000001,332.0,0.4583333333333333,22766.666666666664
164,1,158,gpt-3.5-turbo,22010,2.0,1.5,125.51320200337796,57,29,20,8,7,5,2,271.7283950617284,2751.25,1.2621555130339703,130,630.8000000000001,398.4,630.8000000000001,0.4567901234567901,15700.000000000002
164,2,158,alpaca-13b,12206,1.0,1.5,138.09870785800013,37,16,8,3,3,1,1,179.5,1743.7142857142858,0.8637603647529374,73,116.20000000000002,381.8,116.20000000000002,0.4558823529411764,9716.666666666668
165,1,102,gpt-4,4970,1.5,1.0,130.4684725914849,10,7,2,0,0,0,0,130.78947368421052,1242.5,0.6961698491554393,26,199.2,232.40000000000003,431.6,0.6842105263157895,4233.333333333333
165,2,102,vicuna-13b-v1.2,5403,1.5,2.0,171.8923620871501,17,10,4,3,2,0,0,69.26923076923077,771.8571428571429,0.3598974663178694,40,166.0,-1.0,166.0,0.7435897435897436,4583.333333333333
167,1,92,claude-v1,28171,2.0,1.25,184.74166885997693,56,24,4,3,1,0,0,408.27536231884056,4695.166666666667,1.6648697206049394,157,215.8,2091.6000000000004,215.8,0.4216867469879518,27166.666666666664
167,2,92,gpt-3.5-turbo,34921,1.0,1.75,125.40418524416702,64,35,15,10,10,6,2,420.73493975903614,4365.125,2.549033373067488,154,215.8,431.6,132.8,0.2608695652173913,25466.666666666675
168,1,92,vicuna-13b-v1.2,23169,2.0,1.75,148.34472853916668,52,27,10,3,2,2,2,321.7916666666667,3309.8571428571427,1.817245534200253,119,564.4000000000001,614.2,1178.6,0.3538461538461538,22850.0
168,2,92,alpaca-13b,25099,1.0,1.25,126.1819701762888,58,28,8,3,2,2,2,386.1384615384615,4183.166666666667,1.739449106072863,135,2340.6000000000004,249.00000000000003,481.4,0.5555555555555556,20566.66666666667
169,1,98,alpaca-13b,14866,1.0,1.5,91.1592464838177,29,14,8,4,3,3,2,353.95238095238096,4955.333333333333,1.1330630913216788,66,4000.6,846.6,199.2,0.3472222222222222,22833.33333333334
169,2,98,gpt-3.5-turbo,25196,2.0,1.5,136.53830939449836,50,15,5,3,2,1,1,349.94444444444446,4199.333333333333,3.911568278761299,140,581.0,199.2,581.0,0.3571428571428571,13666.666666666668
170,1,92,claude-v1,42614,2.0,1.5,312.79447084094863,80,33,19,10,5,4,4,448.5684210526316,5326.75,6.111218000945417,191,481.4,464.80000000000007,946.2,0.4,13566.666666666666
170,2,92,gpt-3.5-turbo,15589,1.0,1.5,90.45901504100766,31,13,6,5,4,2,1,389.725,5196.333333333333,0.8596270196677386,94,763.6,680.6,979.4,0.5263157894736842,39816.66666666666
171,1,92,gpt-3.5-turbo,10394,1.0,1.25,90.45894930919168,27,14,5,2,1,1,0,259.85,3464.6666666666665,1.4905899446620046,63,2207.8,99.6,2207.8,0.625,7983.333333333333
171,2,92,claude-v1,39438,2.0,1.75,312.79447084094863,104,54,25,17,10,3,3,415.1368421052632,4929.75,2.174736699060637,195,132.8,481.4,614.2,0.4736842105263157,35633.33333333332
172,1,92,gpt-3.5-turbo,35838,1.0,1.5,125.40416362351344,67,28,12,7,5,2,2,431.7831325301205,4479.75,2.1179795196137805,200,132.8,315.40000000000003,448.2000000000001,0.4457831325301205,32783.33333333333
172,2,92,claude-v1,21571,2.0,1.5,184.74166885997693,60,35,14,3,0,0,0,312.6231884057971,3595.1666666666665,1.5745596887385462,129,166.0,614.2,796.8000000000001,0.3768115942028985,19150.000000000004
173,1,92,vicuna-13b-v1.2,29315,2.0,1.5,148.34472853916668,71,35,16,6,5,3,2,407.15277777777777,4187.857142857143,2.1398274199328027,144,215.8,581.0,249.00000000000003,0.2898550724637681,22050.0
173,2,92,claude-v1,25576,1.0,1.5,184.74166885997693,66,25,14,8,3,1,0,370.6666666666667,4262.666666666667,1.7725068862074005,164,149.4,614.2,763.6,0.3472222222222222,26966.666666666664
174,1,98,claude-v1,26101,2.0,2.0,232.9629578390013,52,19,11,7,7,3,1,348.0133333333333,3728.714285714286,4.031781947518662,118,597.6,581.0,1178.6,0.3823529411764705,10899.999999999998
174,2,98,llama-13b,12092,1.0,1.0,135.4435255806893,24,8,3,1,1,0,0,355.6470588235294,4030.6666666666665,0.831907753850537,54,464.80000000000007,564.4000000000001,464.80000000000007,0.5333333333333333,24033.33333333333
175,1,92,claude-v1,17566,2.0,1.5,184.74166885997693,55,24,6,2,1,0,0,254.5797101449276,2927.6666666666665,1.0381279156631418,113,614.2,215.8,332.0,0.4819277108433735,25466.666666666664
175,2,92,gpt-3.5-turbo,28056,1.0,1.5,125.40418524416702,60,27,12,4,1,0,0,338.0240963855422,3507.0,2.0479276170436536,117,1958.8,215.8,232.40000000000003,0.4202898550724637,15066.666666666668
176,1,92,vicuna-13b-v1.2,14962,1.5,1.5,109.2388352875132,34,16,10,6,3,3,2,374.05,4987.333333333333,2.1456808497241595,83,132.8,713.8000000000001,946.2,0.325,19033.33333333333
176,2,92,gpt-3.5-turbo,21398,1.5,1.5,90.45901504100766,69,35,14,6,4,2,1,534.95,7132.666666666667,3.347581160310084,127,547.8000000000001,647.4000000000001,1195.2,0.4,13466.666666666666
177,1,93,vicuna-13b-v1.2,41737,1.0,1.5,99.502106621454,57,24,8,4,4,2,2,684.2131147540983,6956.166666666667,3.248489611894048,177,149.4,199.2,149.4,0.360655737704918,34883.333333333336
177,2,93,gpt-3.5-turbo,17876,2.0,1.5,79.47363045350357,41,14,6,1,0,0,0,343.7692307692308,3575.2,1.7980540259212097,102,166.0,166.0,166.0,0.4807692307692308,15949.999999999998
178,1,100,gpt-4,22893,1.0,1.0,136.6374052844767,64,21,8,3,2,1,0,352.2,3815.5,1.6376159000932298,122,265.6,166.0,265.6,0.4578313253012048,21650.000000000004
178,2,100,gpt-3.5-turbo,23748,2.0,2.0,127.155161358678,62,19,13,4,3,3,3,286.12048192771084,3392.5714285714284,1.9871790264435327,133,2257.6000000000004,249.00000000000003,2257.6000000000004,0.4769230769230769,20750.0
179,1,100,gpt-4,19871,1.0,1.0,136.6374052844767,55,24,8,7,3,1,1,305.7076923076923,3311.833333333333,1.6627604191704328,114,149.4,1062.4,149.4,0.5076923076923077,17816.666666666668
179,2,100,gpt-3.5-turbo,23670,2.0,2.0,127.155161358678,50,19,6,0,0,0,0,285.1807228915663,3381.428571428572,1.6931974121000632,143,149.4,249.00000000000003,1228.4,0.5180722891566265,21150.0
180,1,92,alpaca-13b,21189,1.0,1.25,126.18202723062312,49,22,8,2,2,1,1,325.9846153846154,3531.5,1.6619455144446955,102,2490.0,132.8,2490.0,0.4461538461538462,18483.333333333336
180,2,92,gpt-3.5-turbo,28877,2.0,1.75,125.40416362351344,55,22,5,2,2,1,1,347.9156626506024,3609.625,1.7065934088924366,156,132.8,265.6,132.8,0.4216867469879518,19933.333333333325
181,1,158,gpt-3.5-turbo,27540,2.0,2.0,125.51320200337796,76,38,14,7,6,4,3,340.0,3442.5,1.579271368875763,117,1361.2,680.6,1361.2,0.4320987654320987,21916.666666666664
181,2,158,alpaca-13b,23100,1.0,1.0,138.09870785800013,58,25,11,6,2,1,1,339.7058823529412,3300.0,1.6346767512528964,111,431.6,315.40000000000003,431.6,0.4117647058823529,19416.666666666664
182,1,92,gpt-4,11926,2.0,1.25,123.3931445494527,33,21,9,3,2,1,0,305.79487179487177,2981.5,1.6139867386103612,63,99.6,166.0,630.8000000000001,0.4615384615384615,10633.333333333334
182,2,92,gpt-3.5-turbo,15309,1.0,1.75,90.45894930919168,34,14,3,2,1,1,0,382.725,5103.0,2.195443665848627,73,332.0,249.00000000000003,581.0,0.4,10966.66666666667
183,1,92,gpt-3.5-turbo,18141,1.0,1.0,125.40418524416702,74,41,15,4,1,0,0,218.56626506024097,2267.625,1.2572351979468428,108,166.0,315.40000000000003,166.0,0.4166666666666667,26083.33333333333
183,2,92,vicuna-13b-v1.2,27969,2.0,2.0,148.34474092587334,61,36,15,5,3,0,0,388.4583333333333,3995.571428571429,1.6529317814631908,133,232.40000000000003,282.20000000000005,464.80000000000007,0.5421686746987951,16249.999999999998
184,1,100,claude-v1,11070,1.0,1.0,176.37208183063194,35,24,14,6,1,1,1,201.27272727272728,2214.0,0.7918755957730333,64,365.2000000000001,182.6,365.2000000000001,0.5542168674698795,13316.666666666664
184,2,100,gpt-3.5-turbo,15403,2.0,2.0,127.15523775390466,55,39,20,14,5,3,1,185.57831325301208,2200.428571428572,1.606086842375675,99,199.2,365.2000000000001,199.2,0.4909090909090909,8266.666666666668
185,1,158,gpt-3.5-turbo,21827,2.0,1.0,125.51320200337796,61,44,28,14,8,6,4,269.4691358024691,2728.375,1.2516614440251008,107,381.8,282.20000000000005,498.00000000000006,0.4938271604938271,20100.0
185,2,158,alpaca-13b,26948,1.0,2.0,138.09870785800013,80,44,27,14,9,5,1,396.2941176470589,3849.714285714286,1.9069813460070584,196,332.0,381.8,332.0,0.4411764705882353,24600.0
187,1,86,alpaca-13b,35339,1.5,2.0,130.4479998461902,115,69,23,9,6,4,2,535.439393939394,5889.833333333333,2.7082482532172665,210,232.40000000000003,2456.8,2689.2000000000003,0.303030303030303,31833.33333333333
187,2,86,llama-13b,18516,1.5,1.0,224.6988650697822,65,38,17,5,2,0,0,192.875,2314.5,1.0246064994267308,102,249.00000000000003,464.80000000000007,431.6,0.5625,13266.666666666666
188,1,92,claude-v1,24161,2.0,2.0,312.79447084094863,80,39,18,7,4,2,2,254.32631578947368,3020.125,3.464897407444554,122,232.40000000000003,116.20000000000002,265.6,0.55,7283.333333333333
188,2,92,gpt-3.5-turbo,8457,1.0,1.0,90.45901504100766,23,18,12,2,1,0,0,211.425,2819.0,0.466345866016426,56,132.8,381.8,215.8,0.5263157894736842,19683.33333333334
189,1,92,gpt-3.5-turbo,15772,2.0,2.0,125.40416362351344,57,32,13,7,1,1,1,190.02409638554207,1971.5,1.237066622012447,85,332.0,332.0,315.40000000000003,0.5076923076923077,15149.999999999998
189,2,92,alpaca-13b,18953,1.0,1.0,126.1819701762888,50,27,15,7,3,1,1,291.5846153846154,3158.833333333333,1.1200978245225734,95,282.20000000000005,166.0,249.00000000000003,0.5180722891566265,14250.0
190,1,92,alpaca-13b,11135,1.0,1.0,126.18202723062312,44,27,15,12,7,5,3,171.30769230769232,1855.8333333333333,0.6580641205117319,66,166.0,232.40000000000003,132.8,0.5180722891566265,15550.0
190,2,92,gpt-3.5-turbo,17860,2.0,2.0,125.40416362351344,70,46,25,11,5,3,1,215.18072289156623,2232.5,1.400837551936489,123,298.8,498.00000000000006,298.8,0.5846153846153846,9933.333333333332
191,1,158,gpt-3.5-turbo,20968,2.0,1.25,125.51320200337796,94,67,42,20,9,4,3,258.8641975308642,2621.0,1.2024023987867465,141,149.4,182.6,929.6,0.4567901234567901,19100.000000000004
191,2,158,alpaca-13b,10654,1.0,1.75,138.09870785800013,33,23,13,4,0,0,0,156.6764705882353,1522.0,0.7539327319414874,74,132.8,166.0,348.6,0.6029411764705882,8616.666666666666
192,1,98,gpt-4,14711,1.0,1.0,135.79874998726882,47,27,17,10,4,2,1,226.3230769230769,2942.2,1.3451037334659792,87,298.8,514.6,531.2,0.3559322033898305,26966.666666666668
192,2,98,claude-v1,29519,2.0,2.0,186.61258690227987,96,64,32,19,10,4,2,500.3220338983051,5903.8,2.634180793349101,182,332.0,116.20000000000002,199.2,0.4461538461538462,13383.333333333334
193,1,95,llama-13b,11498,1.0,1.0,139.92003148794174,27,20,10,8,6,3,3,338.1764705882353,2874.5,1.4578680348237358,57,99.6,182.6,282.20000000000005,0.3404255319148936,19900.0
193,2,95,gpt-3.5-turbo,21652,2.0,2.0,172.07333434966858,65,41,26,18,10,5,3,460.6808510638298,5413.0,3.1380918612973256,112,249.00000000000003,199.2,265.6,0.4411764705882353,7949.999999999999
194,1,158,gpt-3.5-turbo,19159,2.0,1.25,125.51320200337796,74,47,30,17,7,2,0,236.5308641975309,2394.875,1.3557909903573264,119,232.40000000000003,215.8,332.0,0.4411764705882353,20900.0
194,2,158,alpaca-13b,23251,1.0,1.75,138.09870785800013,77,49,26,9,5,2,2,341.9264705882353,3321.5714285714284,1.3333202105203472,158,265.6,415.00000000000006,215.8,0.5555555555555556,16716.666666666668
195,1,92,vicuna-13b-v1.2,12293,2.0,2.0,148.34472853916668,41,26,19,11,3,1,0,170.73611111111111,1756.142857142857,0.8973187267007997,86,298.8,415.00000000000006,298.8,0.5217391304347826,11349.999999999998
195,2,92,claude-v1,13442,1.0,1.0,184.74166885997693,51,41,27,19,13,9,6,194.81159420289856,2240.333333333333,0.9315779466843868,85,166.0,149.4,166.0,0.5694444444444444,10666.666666666666
196,1,100,claude-v1,16964,1.0,1.75,176.37208183063194,37,8,0,0,0,0,0,308.43636363636364,3392.8,1.4195092220224057,70,199.2,348.6,265.6,0.2923076923076923,21383.333333333336
196,2,100,gpt-4,22872,2.0,1.25,136.6374052844767,55,23,6,6,5,3,2,351.87692307692305,3812.0,2.3848872465634248,92,232.40000000000003,348.6,232.40000000000003,0.2909090909090909,15483.333333333334
197,1,92,gpt-4,13191,2.0,1.0,123.3931445494527,24,7,3,0,0,0,0,338.2307692307692,3297.75,1.891704056189773,63,298.8,730.4000000000001,215.8,0.5,13816.666666666664
197,2,92,gpt-3.5-turbo,15399,1.0,2.0,90.45894930919168,17,3,1,0,0,0,0,384.975,5133.0,2.083999814511232,70,415.00000000000006,215.8,415.00000000000006,0.3846153846153846,10916.666666666666
198,1,98,alpaca-13b,13517,1.0,1.0,91.15909303165972,21,4,0,0,0,0,0,321.8333333333333,4505.666666666667,1.2359300635755313,81,182.6,979.4,1162.0,0.1525423728813559,25700.000000000004
198,2,98,claude-v1,27560,2.0,2.0,186.61258690227987,45,15,6,4,3,2,2,467.1186440677966,5512.0,4.278568890405675,117,149.4,464.80000000000007,265.6,0.3333333333333333,12000.0
199,1,85,llama-13b,36009,1.0,1.5,171.70916159974877,53,9,1,0,0,0,0,353.02941176470586,4501.125,3.0189462652915777,162,132.8,215.8,348.6,0.4805194805194805,26400.0
199,2,85,alpaca-13b,28340,2.0,1.5,113.4794657968596,38,11,3,2,0,0,0,368.0519480519481,4723.333333333333,1.7045639519769875,140,415.00000000000006,1095.6,415.00000000000006,0.5392156862745098,30250.0
200,1,92,vicuna-13b-v1.2,28087,2.0,1.5,148.34472853916668,44,8,3,1,0,0,0,390.09722222222223,4012.428571428572,2.050190439831234,114,664.0,265.6,531.2,0.2463768115942029,26716.666666666668
200,2,92,claude-v1,28592,1.0,1.5,184.74166885997693,52,12,3,0,0,0,0,414.3768115942029,4765.333333333333,1.9815263094479976,127,116.20000000000002,298.8,116.20000000000002,0.3611111111111111,26333.33333333334
201,1,92,claude-v1,39466,2.0,1.0,312.79447084094863,53,11,2,1,1,1,1,415.4315789473684,4933.25,6.174204975829413,149,99.6,282.20000000000005,597.6,0.45,11733.33333333333
201,2,92,vicuna-13b-v1.2,12932,1.0,2.0,109.2388231207151,23,8,0,0,0,0,0,323.3,4310.666666666667,0.7131115926835073,66,199.2,1128.8000000000002,199.2,0.4526315789473684,29783.333333333336
202,1,102,gpt-4,9669,1.5,1.75,130.4684725914849,25,11,5,3,3,1,1,254.44736842105263,2417.25,0.644058597413933,57,282.20000000000005,647.4000000000001,282.20000000000005,0.4615384615384615,24483.33333333333
202,2,102,vicuna-13b-v1.2,28148,1.5,1.25,171.8923620871501,51,23,8,5,4,4,3,360.87179487179486,4021.142857142857,3.942814670830444,98,348.6,265.6,348.6,0.3684210526315789,7566.666666666666
203,1,100,claude-v1,12195,1.5,1.0,176.37208183063194,37,19,4,2,2,1,0,221.72727272727272,2439.0,0.9835024566459244,62,780.2,199.2,199.2,0.3536585365853658,26150.0
203,2,100,alpaca-13b,28545,1.5,2.0,172.68096376792528,50,13,6,5,4,2,2,348.109756097561,4757.5,2.9764168613655544,110,215.8,215.8,265.6,0.3818181818181818,10800.0
204,1,100,claude-v1,10627,1.0,1.25,176.37208183063194,36,20,10,5,2,0,0,193.21818181818185,2125.4,0.7601862652466148,58,199.2,481.4,332.0,0.4819277108433735,23600.000000000004
204,2,100,gpt-3.5-turbo,25506,2.0,1.75,127.15523775390466,65,17,12,6,5,3,2,307.30120481927713,3643.714285714286,2.65953716819022,105,332.0,232.40000000000003,332.0,0.4545454545454545,9333.333333333332
205,1,92,vicuna-13b-v1.2,14658,2.0,1.75,148.34472853916668,43,22,6,0,0,0,0,203.5833333333333,2094.0,1.0699502071081364,77,232.40000000000003,448.2000000000001,182.6,0.391304347826087,14016.666666666668
205,2,92,claude-v1,15232,1.0,1.25,184.74166885997693,51,22,8,3,1,0,0,220.7536231884058,2538.6666666666665,1.0556312515917703,75,166.0,265.6,182.6,0.6111111111111112,12750.0
206,1,98,alpaca-13b,11773,1.0,1.0,112.62211922125424,20,6,0,0,0,0,0,294.325,3924.3333333333335,0.9018972392290296,49,249.00000000000003,398.4,498.00000000000006,0.24,28533.33333333333
206,2,98,gpt-3.5-turbo,30698,2.0,2.0,166.47042290137324,49,15,6,0,0,0,0,409.3066666666667,5116.333333333333,4.44664946417323,128,116.20000000000002,298.8,116.20000000000002,0.5,10899.999999999998
207,1,100,claude-v1,11916,1.5,1.0,176.37208183063194,35,9,4,1,1,1,0,216.65454545454543,2383.2,1.2424937228947956,60,232.40000000000003,215.8,232.40000000000003,0.4727272727272727,10766.666666666664
207,2,100,alpaca-13b,19374,1.5,2.0,172.68096376792528,45,13,1,1,0,0,0,236.26829268292684,3229.0,1.5624745055398226,89,199.2,896.4000000000001,199.2,0.4756097560975609,17616.666666666664
208,1,158,gpt-3.5-turbo,34196,2.0,1.75,125.51320200337796,54,19,3,1,1,1,0,422.17283950617286,4274.5,2.4198877136729022,112,99.6,2257.6000000000004,2539.8,0.4264705882352941,36933.33333333334
208,2,158,alpaca-13b,39987,1.0,1.25,138.09870785800013,41,9,1,0,0,0,0,588.0441176470588,5712.428571428572,2.2930400953970635,141,215.8,498.00000000000006,398.4,0.4814814814814814,26050.0
209,1,98,gpt-4,22707,1.0,1.5,135.79874998726882,34,9,1,1,1,1,1,349.3384615384616,4541.4,2.0762198678412065,88,282.20000000000005,547.8000000000001,282.20000000000005,0.2372881355932203,20416.666666666668
209,2,98,claude-v1,22018,2.0,1.5,186.61258690227987,53,13,4,3,1,0,0,373.1864406779661,4403.6,1.964815634268116,105,282.20000000000005,1892.4,448.2000000000001,0.4153846153846154,21400.0
